gpu_vram_gb,workload_type,framework,model_size_mb,batch_size,dataset_size_mb,epochs,runtime_minutes
6.0,Training,TensorFlow,1419.2,128,2742.2,10,75.65
16.0,FineTuning,PyTorch,306.4,256,7556.8,10,5.37
12.0,FineTuning,PyTorch,2250.6,256,11915.9,30,205.07
80.0,Inference,PyTorch,2464.4,8,11642.7,50,360.0
12.0,Training,PyTorch,3468.8,32,13491.7,100,360.0
6.0,FineTuning,TensorFlow,3285.5,128,13521.9,100,360.0
12.0,Training,TensorFlow,1177.2,64,3996.1,30,213.31
10.0,Training,PyTorch,591.0,64,10853.6,5,61.68
24.0,Training,PyTorch,666.5,64,9805.0,50,283.26
16.0,FineTuning,PyTorch,3877.4,32,13298.9,100,360.0
6.0,Inference,PyTorch,2709.2,128,2833.8,10,21.32
12.0,Training,PyTorch,218.2,256,11122.9,100,119.14
24.0,FineTuning,PyTorch,590.3,16,6407.6,20,124.8
24.0,Training,PyTorch,1968.9,16,5977.8,30,360.0
12.0,Training,PyTorch,870.9,128,633.3,100,55.24
80.0,FineTuning,PyTorch,3224.5,32,14425.8,100,360.0
10.0,Training,PyTorch,2314.2,128,10169.0,100,360.0
8.0,FineTuning,PyTorch,2469.9,16,8901.5,30,360.0
10.0,Training,PyTorch,1878.2,128,3842.4,10,76.6
12.0,Training,JAX,1061.4,64,9910.8,100,360.0
16.0,FineTuning,PyTorch,2378.1,256,14189.5,100,360.0
8.0,FineTuning,PyTorch,2882.0,128,2533.0,50,286.08
6.0,Training,PyTorch,1515.2,256,14758.7,50,360.0
10.0,FineTuning,TensorFlow,2044.5,8,6468.7,50,360.0
12.0,Inference,TensorFlow,3366.8,128,14675.6,100,360.0
10.0,FineTuning,TensorFlow,637.3,16,9544.6,100,360.0
8.0,Training,PyTorch,2203.6,16,4929.2,100,360.0
48.0,FineTuning,PyTorch,1426.2,256,5679.2,20,10.23
10.0,FineTuning,TensorFlow,2826.0,16,4429.3,20,360.0
6.0,Training,PyTorch,124.3,64,5088.2,50,89.32
6.0,Inference,TensorFlow,2698.4,16,9733.4,20,360.0
4.0,Inference,PyTorch,456.4,8,347.4,30,27.95
10.0,Inference,PyTorch,305.8,128,14517.7,100,57.7
80.0,Inference,TensorFlow,2912.3,32,11551.1,50,138.38
24.0,FineTuning,PyTorch,2579.4,16,14121.0,20,360.0
24.0,FineTuning,PyTorch,3585.0,128,10791.4,100,360.0
24.0,FineTuning,PyTorch,2102.6,64,7267.4,100,360.0
48.0,Inference,TensorFlow,2143.6,128,2926.9,30,6.23
4.0,FineTuning,PyTorch,2842.7,16,7793.2,30,360.0
48.0,Training,PyTorch,1327.4,16,10704.3,20,360.0
10.0,Training,PyTorch,195.8,256,12827.3,50,75.68
10.0,Inference,JAX,958.7,16,4929.6,50,238.38
10.0,Training,JAX,990.2,8,7706.2,20,360.0
16.0,FineTuning,PyTorch,1375.9,128,9337.7,20,116.64
24.0,Inference,PyTorch,3776.7,256,8870.0,5,5.68
16.0,FineTuning,PyTorch,3229.1,32,880.4,30,126.54
4.0,Inference,PyTorch,3747.0,8,7302.6,50,360.0
48.0,FineTuning,TensorFlow,3994.5,32,12154.6,10,268.37
24.0,Training,PyTorch,1763.4,16,12054.3,30,360.0
16.0,Inference,PyTorch,946.9,32,7656.4,100,258.99
16.0,Training,PyTorch,2262.0,32,14290.1,50,360.0
12.0,Training,PyTorch,3530.5,8,12410.8,100,360.0
16.0,Training,PyTorch,1889.6,8,11086.2,5,360.0
80.0,Training,PyTorch,2046.3,128,7782.5,30,51.53
80.0,Training,TensorFlow,581.0,32,8901.1,30,73.78
48.0,Training,PyTorch,1710.8,8,3426.2,100,360.0
80.0,FineTuning,PyTorch,1578.6,128,8032.9,50,44.2
48.0,Inference,PyTorch,1439.2,32,7937.7,10,15.1
48.0,Training,JAX,3554.8,32,3121.2,20,177.01
4.0,Training,PyTorch,284.2,256,14272.1,10,47.7
12.0,FineTuning,JAX,3890.0,16,3746.8,100,360.0
10.0,FineTuning,TensorFlow,82.6,8,1652.9,5,6.34
6.0,Inference,TensorFlow,3785.1,64,7058.4,30,360.0
48.0,Training,PyTorch,2214.8,256,10322.5,100,218.37
8.0,Inference,PyTorch,2824.7,8,3007.8,100,360.0
10.0,FineTuning,PyTorch,789.2,256,2825.1,50,28.9
24.0,FineTuning,PyTorch,2634.1,16,3995.9,30,360.0
80.0,Training,JAX,3533.7,256,4610.5,20,24.23
6.0,Training,PyTorch,600.9,256,3768.4,10,20.77
8.0,Training,PyTorch,552.0,128,7113.4,10,51.48
10.0,Training,PyTorch,1250.7,8,372.1,5,42.21
4.0,FineTuning,TensorFlow,688.8,32,1404.0,50,275.03
24.0,Inference,PyTorch,487.1,64,10967.5,20,14.14
6.0,FineTuning,PyTorch,2729.4,128,6243.9,100,360.0
12.0,FineTuning,PyTorch,894.6,8,5468.7,20,360.0
4.0,FineTuning,TensorFlow,2684.7,128,255.6,50,45.51
8.0,Training,PyTorch,3454.6,32,4543.4,5,356.92
6.0,Inference,PyTorch,2625.5,256,12335.7,100,360.0
4.0,FineTuning,PyTorch,521.5,64,5171.5,20,147.09
24.0,Training,JAX,2315.6,32,14459.0,5,295.8
12.0,Training,PyTorch,1604.8,64,5910.4,50,360.0
4.0,FineTuning,TensorFlow,1406.3,128,7015.5,50,360.0
16.0,FineTuning,PyTorch,1308.2,256,12048.5,50,128.69
12.0,Training,PyTorch,3721.3,256,14747.1,20,360.0
8.0,Inference,PyTorch,2982.9,8,5636.8,50,360.0
24.0,FineTuning,PyTorch,578.7,64,1887.0,20,14.17
80.0,FineTuning,PyTorch,1930.2,32,7893.6,5,27.63
80.0,Training,PyTorch,1307.0,64,8917.2,30,93.34
80.0,Training,PyTorch,3912.9,128,14395.9,5,34.33
6.0,Inference,PyTorch,3913.2,256,6267.4,20,73.09
8.0,Inference,PyTorch,1312.2,128,1453.1,10,3.24
24.0,Training,TensorFlow,1440.8,128,9798.9,10,61.66
12.0,Training,TensorFlow,2417.7,8,414.6,100,360.0
6.0,Training,PyTorch,1943.3,128,6438.7,30,360.0
8.0,Training,PyTorch,891.7,8,6203.7,50,360.0
16.0,FineTuning,TensorFlow,2658.6,16,3896.8,5,146.69
24.0,Inference,TensorFlow,1369.8,64,14468.2,5,12.42
80.0,Training,JAX,2632.2,256,6110.8,20,19.67
4.0,Training,PyTorch,1565.5,256,13431.1,100,360.0
24.0,Inference,PyTorch,2815.8,32,7775.1,30,157.61
48.0,Training,PyTorch,2687.8,256,12326.0,50,142.56
8.0,Inference,PyTorch,2059.8,8,6825.8,30,360.0
10.0,FineTuning,PyTorch,2833.7,256,14873.9,10,112.09
16.0,Inference,PyTorch,1870.8,8,9636.4,100,360.0
24.0,Training,PyTorch,508.7,256,2423.6,30,9.41
10.0,Training,PyTorch,769.3,32,195.8,50,36.47
48.0,FineTuning,PyTorch,1021.7,64,13940.6,100,351.44
12.0,FineTuning,PyTorch,299.8,128,10333.3,50,76.22
4.0,Training,TensorFlow,2860.0,64,1683.7,5,105.02
10.0,Inference,TensorFlow,1501.2,8,11178.0,5,202.33
8.0,Inference,PyTorch,419.4,128,3484.5,50,13.76
80.0,FineTuning,JAX,3288.8,16,12157.5,5,116.47
48.0,Training,PyTorch,2750.4,32,9187.8,5,127.73
4.0,FineTuning,PyTorch,1836.3,64,1942.5,5,51.08
16.0,FineTuning,JAX,1027.3,128,1157.1,50,19.98
80.0,Training,PyTorch,649.4,32,7045.2,5,14.57
24.0,Inference,PyTorch,1860.6,64,14059.7,10,31.33
10.0,Training,PyTorch,3546.7,8,8513.0,100,360.0
4.0,Training,PyTorch,794.2,8,11410.7,50,360.0
6.0,Training,PyTorch,2296.2,8,7095.2,30,360.0
12.0,FineTuning,PyTorch,3848.7,16,5822.8,100,360.0
12.0,FineTuning,PyTorch,2566.6,256,12350.9,20,162.63
48.0,Training,TensorFlow,1787.9,8,7004.5,100,360.0
16.0,Training,PyTorch,2879.7,8,2209.0,20,360.0
48.0,Training,PyTorch,3307.1,256,4190.4,10,14.13
6.0,Training,PyTorch,2382.5,8,8464.6,50,360.0
8.0,FineTuning,TensorFlow,3493.7,128,6098.4,30,360.0
16.0,Training,TensorFlow,2082.6,32,5559.3,50,360.0
8.0,Training,TensorFlow,3328.6,16,10064.6,30,360.0
16.0,Inference,PyTorch,3810.5,64,9581.2,30,210.92
16.0,FineTuning,PyTorch,2029.9,256,4779.0,50,97.42
6.0,FineTuning,PyTorch,2439.8,256,5455.5,100,360.0
24.0,Training,PyTorch,2457.4,256,11305.8,5,30.25
6.0,Training,PyTorch,3136.7,16,13827.2,20,360.0
16.0,FineTuning,JAX,3300.7,32,4930.8,5,102.49
4.0,Training,PyTorch,157.6,8,4449.0,20,360.0
8.0,Training,JAX,2946.8,256,4052.7,5,32.73
6.0,Inference,PyTorch,3146.1,8,2208.5,50,360.0
24.0,Inference,JAX,2816.7,64,5719.9,50,85.73
10.0,Training,PyTorch,2869.1,256,7788.5,30,360.0
48.0,Training,JAX,213.5,16,8107.8,10,27.73
16.0,Inference,PyTorch,1796.1,16,10396.4,50,360.0
10.0,Training,JAX,3281.8,64,883.0,20,101.93
12.0,FineTuning,PyTorch,3739.3,16,8465.0,30,360.0
80.0,Inference,PyTorch,956.4,16,3899.3,20,11.34
24.0,Inference,PyTorch,2337.8,16,3662.9,5,23.21
80.0,FineTuning,PyTorch,3227.1,256,11866.9,10,16.34
24.0,Training,PyTorch,3022.0,64,2386.8,50,278.13
4.0,Training,JAX,2494.6,256,5003.6,5,67.75
48.0,Inference,PyTorch,123.8,64,9600.8,30,2.81
10.0,Inference,TensorFlow,2909.3,32,9678.8,20,290.32
8.0,FineTuning,PyTorch,3104.3,16,816.5,100,360.0
24.0,FineTuning,PyTorch,2905.3,32,1181.1,10,34.65
8.0,FineTuning,PyTorch,3074.9,128,9864.9,50,360.0
48.0,FineTuning,TensorFlow,1752.1,128,14302.0,20,77.46
16.0,Inference,PyTorch,3975.3,16,14977.7,50,360.0
12.0,FineTuning,PyTorch,3094.6,8,14807.9,50,360.0
10.0,FineTuning,PyTorch,2335.8,128,5338.5,20,141.71
48.0,Training,PyTorch,3740.1,8,3703.0,50,360.0
48.0,FineTuning,PyTorch,3637.4,32,1569.9,30,82.37
4.0,FineTuning,PyTorch,3267.5,16,4954.8,10,360.0
80.0,Training,PyTorch,2276.6,32,4225.1,5,28.62
12.0,Inference,PyTorch,2132.0,256,8694.3,10,12.21
10.0,FineTuning,TensorFlow,1348.4,32,5594.9,5,98.32
16.0,Inference,PyTorch,1041.0,64,3549.8,30,25.25
16.0,Training,TensorFlow,2073.8,16,9226.9,10,360.0
6.0,FineTuning,PyTorch,2332.2,64,4913.7,30,360.0
48.0,Training,PyTorch,1015.9,32,5369.2,20,96.39
24.0,Inference,PyTorch,3694.3,8,9016.8,5,150.67
4.0,Training,PyTorch,2251.2,16,1861.5,20,360.0
12.0,FineTuning,PyTorch,2129.7,16,11636.3,20,360.0
16.0,FineTuning,PyTorch,1770.8,128,14485.0,10,85.94
10.0,Training,PyTorch,279.4,8,7413.3,50,360.0
6.0,Inference,PyTorch,3535.5,256,8441.9,50,173.9
10.0,Inference,PyTorch,1302.1,8,5831.2,30,360.0
4.0,Training,PyTorch,2587.7,32,14355.1,10,360.0
24.0,Training,TensorFlow,2449.4,32,2080.9,20,154.17
6.0,Training,TensorFlow,2358.7,32,12221.5,100,360.0
6.0,Training,PyTorch,2126.6,128,9791.3,30,360.0
80.0,Inference,TensorFlow,766.7,8,11893.3,20,48.49
12.0,Inference,JAX,1158.4,64,14261.8,30,117.64
6.0,Training,PyTorch,2120.5,8,7492.7,100,360.0
80.0,FineTuning,PyTorch,3167.9,64,4396.1,5,12.68
80.0,FineTuning,JAX,1756.4,16,11714.7,30,360.0
4.0,Training,PyTorch,855.5,64,12684.1,30,360.0
8.0,Training,PyTorch,397.4,16,10325.2,20,360.0
10.0,Training,PyTorch,2668.9,256,12750.1,50,360.0
24.0,FineTuning,TensorFlow,1722.2,256,10981.9,20,53.89
10.0,FineTuning,JAX,545.2,32,14366.3,10,154.8
6.0,FineTuning,PyTorch,2714.1,8,8603.1,20,360.0
24.0,Training,JAX,869.9,32,5769.1,100,360.0
16.0,Inference,PyTorch,2060.6,8,10239.8,50,360.0
8.0,FineTuning,PyTorch,1259.4,64,1129.8,10,21.05
16.0,Inference,PyTorch,3730.2,8,7526.0,100,360.0
16.0,Training,JAX,951.7,64,11623.7,50,360.0
12.0,Inference,PyTorch,1708.7,8,2617.6,10,83.92
10.0,Inference,PyTorch,3840.0,16,6066.1,20,360.0
4.0,Training,PyTorch,1309.0,64,5319.3,50,360.0
16.0,Training,PyTorch,2596.1,32,5091.0,100,360.0
6.0,Inference,PyTorch,1301.1,32,9794.3,100,360.0
8.0,FineTuning,PyTorch,487.2,32,7512.7,50,360.0
48.0,Inference,JAX,2528.8,32,11980.0,100,360.0
16.0,FineTuning,PyTorch,3668.3,16,962.0,100,360.0
8.0,FineTuning,PyTorch,1837.6,16,6863.2,5,360.0
24.0,Training,PyTorch,2523.4,128,308.6,5,2.94
10.0,Training,PyTorch,2455.1,128,3390.8,30,271.72
80.0,Inference,PyTorch,1689.6,128,11653.1,5,3.55
12.0,Training,TensorFlow,2478.8,256,1680.2,50,101.43
8.0,Training,PyTorch,1074.3,128,1673.1,30,59.28
6.0,FineTuning,TensorFlow,1543.2,8,6081.4,20,360.0
6.0,FineTuning,TensorFlow,1797.2,256,11676.4,30,290.21
8.0,Training,PyTorch,3462.8,64,9606.5,100,360.0
6.0,Training,PyTorch,1425.9,32,11748.2,10,360.0
10.0,FineTuning,PyTorch,2558.8,8,838.3,30,360.0
6.0,Training,PyTorch,892.9,256,8499.5,5,34.52
80.0,FineTuning,PyTorch,1047.7,16,6854.1,20,84.17
6.0,Training,PyTorch,2611.3,32,13450.7,10,360.0
80.0,Inference,PyTorch,3061.1,64,11086.4,30,37.5
16.0,Inference,JAX,1875.4,64,6422.7,20,53.21
4.0,FineTuning,PyTorch,1373.6,16,8352.4,5,360.0
10.0,Training,PyTorch,3645.6,32,6430.0,20,360.0
4.0,FineTuning,PyTorch,586.4,128,6673.1,20,123.17
16.0,Training,PyTorch,2896.8,32,9547.8,10,360.0
10.0,Training,PyTorch,2776.2,32,3326.4,50,360.0
8.0,Inference,JAX,2776.5,64,5064.4,5,24.4
8.0,FineTuning,TensorFlow,3744.9,16,4259.5,10,360.0
80.0,Inference,PyTorch,2926.4,32,12032.0,10,24.89
16.0,Training,PyTorch,1241.2,8,14135.0,10,360.0
80.0,Training,PyTorch,1446.0,8,6273.1,50,360.0
12.0,Inference,PyTorch,1594.9,16,1248.8,50,89.84
6.0,FineTuning,TensorFlow,171.7,128,1493.9,30,9.44
48.0,FineTuning,JAX,3658.4,256,6053.9,30,48.12
12.0,FineTuning,PyTorch,340.5,32,5985.3,5,22.64
6.0,Training,PyTorch,2814.2,256,2277.7,100,360.0
10.0,FineTuning,PyTorch,2934.1,32,12126.1,5,360.0
80.0,Training,PyTorch,3382.7,64,7552.0,50,318.44
10.0,FineTuning,PyTorch,2235.8,32,1725.0,50,360.0
10.0,FineTuning,PyTorch,2914.8,256,1570.9,50,71.32
6.0,Inference,PyTorch,1245.8,128,6744.9,10,21.11
16.0,FineTuning,PyTorch,2995.1,32,1840.9,50,342.54
6.0,Training,PyTorch,1406.5,32,8461.8,10,360.0
24.0,FineTuning,PyTorch,3616.2,64,5836.7,10,92.63
8.0,Training,PyTorch,695.4,8,13803.1,5,360.0
8.0,Training,PyTorch,1297.2,8,6341.8,20,360.0
12.0,Training,PyTorch,2020.1,128,9255.0,30,360.0
8.0,FineTuning,JAX,3114.6,16,12189.2,30,360.0
6.0,Training,PyTorch,3007.8,16,4612.9,5,360.0
80.0,FineTuning,JAX,882.3,64,7727.1,5,5.92
6.0,Inference,PyTorch,619.7,256,1902.0,50,9.13
6.0,FineTuning,PyTorch,1250.7,256,6548.3,50,226.67
48.0,Training,PyTorch,1960.8,32,5699.7,50,360.0
80.0,Training,PyTorch,2179.1,64,6480.0,10,31.24
24.0,FineTuning,PyTorch,1745.1,256,1700.4,10,3.98
8.0,Inference,TensorFlow,2669.2,8,6036.2,50,360.0
80.0,Training,PyTorch,1738.9,128,13067.0,10,30.22
8.0,Inference,PyTorch,3788.0,16,14062.1,5,360.0
12.0,FineTuning,PyTorch,1080.8,32,3701.7,50,360.0
80.0,FineTuning,PyTorch,2528.1,16,4577.5,30,226.25
8.0,Inference,JAX,2464.9,8,242.4,30,53.16
24.0,FineTuning,TensorFlow,1162.2,32,1822.2,100,255.56
4.0,Inference,PyTorch,1676.2,8,5242.3,10,360.0
10.0,Training,PyTorch,1493.6,16,10308.1,30,360.0
10.0,FineTuning,PyTorch,731.4,16,4453.8,50,360.0
24.0,FineTuning,JAX,1935.3,8,1223.4,30,287.27
48.0,Training,PyTorch,1577.3,32,10989.9,5,70.46
4.0,FineTuning,TensorFlow,754.4,8,7054.8,10,360.0
12.0,Training,PyTorch,1827.0,32,7836.0,30,360.0
24.0,Training,JAX,1716.3,64,4957.8,10,63.28
10.0,Training,PyTorch,568.9,64,9234.4,5,47.33
10.0,FineTuning,PyTorch,568.2,32,13372.6,30,360.0
10.0,Inference,PyTorch,2607.7,8,8351.0,100,360.0
16.0,FineTuning,JAX,2841.0,32,8854.0,50,360.0
24.0,FineTuning,JAX,3767.7,16,5666.1,20,360.0
6.0,Training,TensorFlow,393.7,8,1331.2,30,360.0
12.0,Inference,TensorFlow,515.6,256,6485.3,5,1.59
10.0,FineTuning,PyTorch,254.7,32,13877.1,100,360.0
8.0,FineTuning,TensorFlow,2152.3,16,10235.2,100,360.0
24.0,FineTuning,TensorFlow,2509.8,128,7404.3,20,95.22
16.0,Training,PyTorch,1643.9,16,9351.2,100,360.0
24.0,FineTuning,PyTorch,3201.7,256,8422.2,30,112.16
12.0,Inference,PyTorch,2762.5,32,13694.8,10,178.14
16.0,Training,PyTorch,3944.1,8,3435.3,5,360.0
12.0,FineTuning,TensorFlow,594.7,8,13341.4,30,360.0
24.0,Inference,PyTorch,280.3,64,10358.2,5,2.65
6.0,Training,PyTorch,1135.5,256,2003.4,50,86.25
12.0,Inference,PyTorch,125.2,32,5641.4,20,8.63
16.0,Inference,PyTorch,3733.8,16,6600.9,20,315.05
16.0,FineTuning,PyTorch,1250.6,16,1335.7,50,268.45
12.0,Training,JAX,2232.1,256,8357.6,20,182.67
24.0,Training,PyTorch,1306.4,32,3964.5,20,144.85
48.0,Training,TensorFlow,1020.9,16,6926.1,100,360.0
24.0,Inference,PyTorch,651.8,128,6637.6,50,14.58
12.0,Inference,JAX,1315.4,256,7872.9,10,6.78
4.0,FineTuning,PyTorch,2480.9,64,12708.5,100,360.0
12.0,Training,PyTorch,3887.9,8,11733.3,20,360.0
6.0,Training,PyTorch,2254.5,16,13107.7,10,360.0
12.0,FineTuning,JAX,2154.2,128,8628.0,5,50.84
12.0,FineTuning,PyTorch,189.3,32,9275.5,5,20.85
6.0,Inference,PyTorch,3368.4,16,6514.2,20,360.0
12.0,FineTuning,JAX,227.1,256,10786.6,5,4.06
10.0,Inference,PyTorch,3629.6,32,3152.9,50,309.68
4.0,FineTuning,PyTorch,2177.8,128,7180.2,20,360.0
8.0,FineTuning,PyTorch,715.4,128,10741.2,50,279.55
4.0,Training,PyTorch,1834.2,8,11690.4,10,360.0
12.0,Inference,PyTorch,3980.2,32,3794.5,30,225.56
10.0,FineTuning,PyTorch,1255.1,64,2805.1,30,133.62
24.0,Training,TensorFlow,1114.4,8,4399.2,100,360.0
12.0,Training,PyTorch,516.1,32,13810.3,20,360.0
10.0,Training,PyTorch,2408.7,32,2023.9,50,360.0
6.0,FineTuning,PyTorch,402.4,128,14301.1,30,144.34
10.0,Training,PyTorch,3075.7,256,14922.7,20,360.0
6.0,Training,PyTorch,3680.9,128,11773.3,100,360.0
48.0,FineTuning,TensorFlow,3730.9,32,11430.3,30,360.0
8.0,Training,JAX,476.3,256,14304.0,100,360.0
80.0,Inference,TensorFlow,2255.1,256,4429.0,30,3.44
10.0,FineTuning,PyTorch,433.6,128,2021.8,5,3.5
16.0,FineTuning,TensorFlow,2309.5,32,12364.2,20,360.0
12.0,Training,JAX,3269.2,32,2646.9,100,360.0
4.0,Training,PyTorch,2174.3,256,776.6,100,199.52
80.0,Training,PyTorch,3494.6,8,3027.3,30,360.0
4.0,Inference,PyTorch,3216.6,8,6624.8,100,360.0
48.0,FineTuning,PyTorch,1142.4,64,7477.0,20,47.04
80.0,Training,JAX,2538.9,8,1031.3,5,24.6
80.0,FineTuning,PyTorch,79.3,16,6706.6,20,7.5
4.0,Training,PyTorch,1614.4,16,9104.2,5,360.0
6.0,Inference,PyTorch,989.9,128,13983.9,30,91.99
4.0,Inference,PyTorch,3751.6,256,3487.1,100,235.21
6.0,FineTuning,PyTorch,1651.3,16,3243.5,100,360.0
48.0,FineTuning,JAX,2633.6,8,5902.4,30,360.0
12.0,Inference,PyTorch,2941.3,256,14756.5,30,80.8
24.0,FineTuning,TensorFlow,3104.2,64,5109.7,5,38.18
6.0,FineTuning,PyTorch,2956.3,32,753.6,10,92.03
48.0,Inference,PyTorch,1192.2,64,4057.7,5,2.57
16.0,FineTuning,PyTorch,2760.0,8,8418.7,5,360.0
48.0,FineTuning,TensorFlow,2218.6,8,6246.9,100,360.0
4.0,Inference,PyTorch,2409.6,8,11635.9,50,360.0
4.0,FineTuning,PyTorch,53.2,128,9148.3,30,23.2
24.0,FineTuning,PyTorch,1070.1,16,8435.9,30,360.0
48.0,Training,JAX,3726.2,8,4912.6,50,360.0
8.0,Training,PyTorch,1195.8,32,8322.5,100,360.0
12.0,Training,PyTorch,1780.2,16,9272.3,10,360.0
4.0,FineTuning,PyTorch,787.4,16,2770.2,20,360.0
24.0,FineTuning,PyTorch,597.5,128,11064.4,30,49.68
12.0,Inference,TensorFlow,874.2,64,5954.7,30,45.68
48.0,FineTuning,JAX,2236.9,256,11159.9,5,8.62
48.0,FineTuning,PyTorch,3680.2,16,2747.9,10,114.6
80.0,Training,JAX,1338.5,16,9882.2,10,152.96
24.0,Inference,TensorFlow,1327.5,8,500.6,100,56.0
4.0,FineTuning,PyTorch,2278.4,32,2468.6,10,317.53
8.0,FineTuning,JAX,1459.1,8,13377.7,10,360.0
48.0,Training,PyTorch,3646.1,32,6975.9,50,360.0
8.0,FineTuning,PyTorch,1542.5,16,7667.2,5,298.56
48.0,FineTuning,PyTorch,1987.2,32,13622.9,100,360.0
4.0,FineTuning,PyTorch,2156.9,8,7325.5,50,360.0
12.0,Inference,PyTorch,3139.2,8,9853.4,50,360.0
10.0,Inference,TensorFlow,2277.4,64,3407.1,20,39.42
12.0,Inference,TensorFlow,994.7,128,1315.4,5,1.44
48.0,FineTuning,TensorFlow,539.7,64,5364.9,10,7.46
10.0,Inference,PyTorch,3754.2,16,12000.3,100,360.0
10.0,Inference,JAX,3216.2,32,6757.9,5,71.13
8.0,Training,PyTorch,140.7,8,2605.4,10,78.91
24.0,Training,PyTorch,3295.0,8,8222.0,20,360.0
8.0,Training,PyTorch,2382.9,8,4031.2,30,360.0
8.0,Training,PyTorch,2099.6,256,14205.4,50,360.0
12.0,Training,PyTorch,98.3,8,8703.4,20,269.0
12.0,Training,PyTorch,3134.4,256,14746.1,50,360.0
16.0,FineTuning,TensorFlow,832.4,16,741.8,100,207.3
48.0,Training,JAX,2925.5,128,272.2,10,3.36
16.0,Training,TensorFlow,112.7,64,7208.7,100,90.13
4.0,FineTuning,PyTorch,3195.6,256,12943.8,10,296.36
48.0,Inference,TensorFlow,141.0,64,7913.7,20,2.61
48.0,Inference,TensorFlow,981.8,256,13155.2,30,7.38
80.0,FineTuning,PyTorch,1109.7,8,2045.4,30,83.87
80.0,FineTuning,TensorFlow,672.2,8,10520.0,50,360.0
6.0,Training,PyTorch,1950.2,32,9932.2,10,360.0
6.0,Training,PyTorch,1170.6,8,8220.0,10,360.0
8.0,Training,PyTorch,3973.5,64,6136.1,30,360.0
4.0,Training,PyTorch,2340.9,32,9741.3,10,360.0
10.0,Inference,TensorFlow,2287.6,32,8296.4,100,360.0
10.0,Training,PyTorch,922.4,8,4162.1,10,360.0
80.0,Training,PyTorch,1664.3,32,1658.8,20,25.06
80.0,Training,JAX,539.7,128,5861.1,30,10.92
80.0,FineTuning,JAX,3062.0,8,7735.3,30,360.0
24.0,Training,PyTorch,1358.1,128,7676.9,100,360.0
6.0,FineTuning,PyTorch,3020.3,8,6441.2,100,360.0
12.0,Training,PyTorch,1518.2,256,4977.6,5,14.44
10.0,Training,PyTorch,3955.6,128,5322.4,100,360.0
48.0,Training,PyTorch,725.9,8,4061.1,30,264.34
6.0,FineTuning,PyTorch,56.0,64,8740.6,30,25.27
16.0,Training,TensorFlow,2399.6,256,12763.3,100,360.0
12.0,FineTuning,TensorFlow,3814.2,256,13207.4,5,60.59
6.0,FineTuning,PyTorch,2605.9,256,14906.5,10,161.3
4.0,FineTuning,PyTorch,388.6,8,1423.4,10,133.99
48.0,Training,PyTorch,2184.9,64,3292.4,50,142.16
6.0,Training,PyTorch,3642.5,16,10980.1,10,360.0
24.0,Training,PyTorch,75.7,256,9714.1,30,4.54
80.0,FineTuning,PyTorch,709.3,16,2094.6,50,53.24
80.0,FineTuning,PyTorch,3267.5,8,9502.2,50,360.0
48.0,FineTuning,PyTorch,3580.9,256,6156.3,100,126.34
80.0,FineTuning,PyTorch,2843.3,64,14357.2,100,360.0
6.0,Inference,PyTorch,3966.7,64,12843.1,10,241.86
16.0,FineTuning,PyTorch,406.4,256,1191.3,50,5.08
10.0,Training,PyTorch,2205.4,32,1440.8,5,53.95
10.0,FineTuning,PyTorch,2755.7,32,6314.1,50,360.0
12.0,Training,PyTorch,2825.4,256,224.7,20,6.67
8.0,FineTuning,PyTorch,3184.3,128,1506.4,5,22.72
4.0,Training,PyTorch,3674.6,32,13995.7,30,360.0
48.0,Training,PyTorch,1478.5,8,11907.2,10,360.0
12.0,Inference,TensorFlow,219.7,32,10123.4,10,10.35
8.0,FineTuning,PyTorch,1481.6,32,12470.5,100,360.0
24.0,Training,PyTorch,2702.9,8,3825.8,20,360.0
24.0,Training,JAX,893.2,8,10910.9,10,360.0
4.0,FineTuning,JAX,3249.4,128,9272.0,30,360.0
80.0,Inference,PyTorch,918.1,64,12744.8,50,21.73
6.0,FineTuning,TensorFlow,89.8,32,4312.0,10,17.23
12.0,Inference,PyTorch,2056.9,256,11479.4,30,39.05
12.0,Training,JAX,2919.5,256,12804.5,100,360.0
48.0,FineTuning,PyTorch,1431.1,16,8280.2,5,61.6
48.0,FineTuning,TensorFlow,3008.1,64,6265.4,30,120.45
24.0,FineTuning,TensorFlow,1781.7,8,14234.9,100,360.0
24.0,Training,PyTorch,728.3,256,2617.6,20,8.11
16.0,FineTuning,TensorFlow,407.7,32,640.5,30,12.65
16.0,FineTuning,PyTorch,2856.8,128,2769.2,10,35.14
80.0,FineTuning,PyTorch,1573.6,16,10283.5,50,360.0
16.0,FineTuning,PyTorch,3655.5,64,11855.3,30,360.0
6.0,FineTuning,JAX,2184.0,32,10780.7,20,360.0
6.0,FineTuning,PyTorch,1426.3,8,6356.0,5,360.0
12.0,Training,PyTorch,1428.5,64,14516.8,20,360.0
10.0,Training,PyTorch,569.2,16,6720.1,100,360.0
6.0,FineTuning,PyTorch,2395.5,8,14721.4,5,360.0
8.0,Inference,PyTorch,2349.6,16,13779.9,30,360.0
24.0,Training,TensorFlow,3210.0,32,6166.5,50,360.0
48.0,FineTuning,JAX,844.7,64,2499.0,20,10.56
16.0,Training,PyTorch,1198.6,128,1438.6,50,49.99
12.0,Training,PyTorch,434.1,32,8019.0,100,360.0
