gpu_utilization,cpu_utilization,ram_usage_percent,temperature_c,power_draw_w,hour_of_day,day_of_week,requested_duration_hours,historical_reliability,is_available
28.13,46.45,66.09,60.1,119.3,13,6,6.79,0.838,1
62.39,48.95,27.89,85.7,37.4,13,5,0.41,0.917,1
70.73,7.03,93.44,82.9,305.1,19,0,0.73,0.856,0
20.53,66.82,71.32,64.6,150.7,17,5,1.89,0.928,1
20.59,31.46,75.27,70.9,135.4,8,6,4.1,0.876,1
8.41,55.39,20.26,42.8,141.0,11,3,0.4,0.758,1
73.49,32.08,76.07,73.4,163.0,13,3,0.21,0.729,0
66.73,20.04,76.98,73.9,151.0,23,4,2.52,0.775,1
49.14,41.65,68.74,57.2,211.3,22,5,2.02,0.844,1
83.51,25.9,38.35,50.5,55.3,15,3,0.83,0.986,1
79.93,53.13,54.18,83.9,340.9,1,0,6.52,0.936,0
59.44,22.89,23.83,60.5,329.7,15,2,1.84,0.881,1
85.75,50.76,52.73,71.4,329.0,17,0,2.38,0.925,1
24.14,19.16,34.51,41.6,311.4,23,1,1.15,0.918,1
15.41,65.39,42.93,59.9,241.3,8,5,5.29,0.77,0
30.09,72.85,28.01,79.2,100.8,7,6,0.85,0.93,1
10.31,14.94,33.4,58.6,45.8,0,4,2.96,0.998,1
54.4,47.1,21.13,69.0,61.8,4,4,0.45,0.992,1
92.1,11.38,88.59,50.1,133.7,6,6,1.74,0.905,1
8.66,58.84,57.43,60.0,191.2,9,6,1.92,0.98,1
16.36,28.8,46.74,84.5,347.8,21,2,0.62,0.909,1
47.05,52.49,57.8,67.2,169.3,10,6,0.98,0.88,1
91.85,51.57,65.26,83.3,197.9,11,5,0.59,0.969,1
34.4,88.19,88.75,83.3,252.5,0,1,3.93,0.977,1
52.17,54.42,29.3,85.3,87.8,5,6,2.34,0.903,0
8.87,57.47,38.64,83.0,328.5,3,3,1.38,0.99,0
18.8,41.15,93.06,40.2,199.3,2,6,1.82,0.988,1
96.76,90.42,44.7,84.8,118.4,3,3,1.04,0.957,1
94.76,74.95,16.8,46.6,329.2,23,3,1.32,0.899,1
5.46,30.69,26.81,41.9,230.1,5,0,2.13,0.853,1
93.52,80.98,17.11,42.7,184.8,4,3,0.68,0.97,1
64.44,43.92,94.19,56.7,215.6,8,1,0.49,0.856,1
85.72,79.58,37.31,69.8,269.5,3,4,5.98,0.89,0
47.29,79.06,88.88,59.3,79.5,13,0,0.74,0.995,1
52.95,22.0,94.67,41.2,306.7,14,3,1.57,0.932,1
50.46,68.1,62.99,62.9,337.0,3,1,3.07,0.854,0
67.02,31.16,17.66,61.2,211.4,21,2,1.82,0.998,1
17.99,31.77,21.53,76.3,248.3,13,1,2.22,0.997,0
7.79,31.67,53.53,53.4,305.1,9,4,0.56,0.906,1
33.64,70.3,47.49,50.4,149.9,6,1,1.2,0.994,1
70.54,25.68,63.49,52.3,347.7,17,6,2.54,0.921,1
23.77,5.08,50.11,54.6,247.8,19,1,0.67,0.965,1
67.63,69.37,89.73,68.8,165.7,14,6,1.52,0.749,1
95.2,20.41,57.78,62.6,246.7,7,6,1.98,0.975,1
13.73,14.4,70.5,56.2,196.9,8,0,3.31,0.974,1
67.55,26.38,86.72,58.0,65.7,4,4,0.69,0.688,0
46.27,39.19,26.75,57.8,284.7,5,3,7.84,0.987,1
85.74,47.83,33.38,86.7,210.6,11,6,7.05,0.983,0
21.47,9.01,23.59,51.2,284.7,6,6,0.22,0.899,1
69.41,92.35,26.17,79.3,79.6,6,4,1.12,0.756,1
82.94,69.45,56.01,74.0,202.3,14,2,0.34,0.97,1
92.85,34.09,40.69,40.3,275.3,18,5,0.96,0.828,1
68.54,33.68,48.85,87.7,346.3,12,6,2.07,0.874,1
51.24,45.37,93.6,76.3,313.0,17,6,2.08,0.916,0
62.46,61.36,27.54,72.8,306.6,9,4,0.4,0.95,1
85.81,18.17,58.26,59.5,109.2,7,0,2.46,0.863,1
58.07,22.0,22.91,66.6,298.2,10,3,3.95,0.927,1
7.83,82.35,40.48,52.2,84.2,7,4,2.19,0.846,1
91.58,28.06,57.2,41.7,93.4,7,5,0.94,0.944,1
69.13,39.22,90.73,80.1,65.2,14,6,0.2,0.774,1
67.92,83.41,46.3,83.0,304.4,1,3,2.29,0.954,1
25.06,64.68,20.19,47.8,64.6,19,6,2.46,0.88,1
66.28,35.75,46.05,77.8,74.2,21,0,2.67,0.787,1
41.63,66.53,26.66,75.6,108.7,23,6,0.28,0.949,1
65.56,6.77,33.4,48.6,213.3,12,6,1.65,0.658,0
14.91,71.21,64.45,60.2,311.7,17,1,1.27,0.82,0
66.18,48.83,20.39,60.3,163.8,11,6,3.12,0.84,1
97.95,78.19,52.18,76.5,204.8,7,5,2.77,0.994,1
9.48,90.92,63.76,80.2,83.3,16,2,6.22,0.909,1
95.88,88.32,48.75,44.5,115.1,5,4,4.76,0.919,1
42.84,86.83,16.53,67.0,72.9,15,3,1.83,0.804,1
85.98,51.1,93.84,76.6,161.2,23,4,8.07,0.994,1
77.76,37.41,44.37,77.7,218.9,23,6,0.53,0.983,1
57.73,46.85,77.29,47.1,120.9,22,0,0.21,0.969,1
73.68,67.09,41.05,65.2,300.7,22,1,0.43,0.894,1
86.7,84.56,53.0,81.2,344.0,13,0,1.08,0.95,1
42.59,23.63,46.08,55.3,68.4,9,5,3.02,0.975,0
35.41,87.64,42.4,60.4,35.7,1,6,1.17,0.81,1
67.09,78.37,16.75,78.6,282.7,12,6,3.23,0.972,1
80.13,93.1,43.8,44.3,91.0,0,3,2.92,0.672,0
75.89,84.22,86.16,81.3,143.0,17,4,3.36,0.913,1
79.2,30.19,70.23,54.9,156.2,13,6,0.61,0.957,1
45.51,14.54,26.63,40.1,323.3,2,3,1.65,0.991,1
81.06,15.1,62.29,51.2,240.8,14,6,2.69,0.982,1
16.18,31.21,86.38,44.3,43.0,8,5,0.87,0.836,1
55.64,60.28,71.0,44.4,34.7,12,5,3.84,0.956,1
5.54,77.39,26.89,73.3,93.9,22,6,3.22,0.966,1
35.19,85.93,84.43,50.3,131.8,4,0,0.46,0.965,0
39.08,61.14,39.12,84.9,185.0,4,4,0.69,0.765,1
41.84,5.51,51.33,64.8,298.1,21,3,0.74,0.891,1
69.68,21.77,57.09,62.1,130.7,1,4,4.42,0.974,0
41.14,13.98,83.04,60.8,150.5,0,2,0.61,0.986,1
46.73,37.7,89.53,73.2,135.4,16,0,2.15,0.97,1
27.09,50.12,89.37,61.7,32.9,18,0,0.33,0.935,1
39.71,8.91,15.64,46.2,335.7,16,2,1.81,0.863,1
26.14,36.36,88.75,82.2,74.5,8,1,0.5,0.895,1
11.81,21.13,19.35,60.6,122.1,9,5,1.91,0.913,1
61.12,63.24,36.26,43.6,71.4,14,3,1.12,0.65,1
67.14,46.78,56.2,65.4,187.0,12,6,2.06,0.922,1
62.61,49.58,53.39,71.1,328.3,20,1,1.2,0.935,1
48.1,43.49,63.38,53.2,62.2,20,4,4.05,0.869,1
40.32,91.04,53.36,78.4,171.1,16,3,3.03,0.853,0
85.29,24.33,89.75,72.1,37.2,22,6,3.92,0.967,1
53.27,51.5,34.24,71.2,276.7,6,6,0.7,0.996,1
49.56,71.24,36.92,60.2,235.2,3,3,0.52,0.797,1
7.38,55.12,88.66,86.2,253.9,2,5,1.83,0.499,0
36.74,88.61,21.14,53.2,181.1,0,3,4.32,0.878,0
40.36,39.02,63.76,67.7,320.4,6,2,0.43,0.827,1
42.09,46.73,69.54,54.8,161.1,4,6,0.73,0.953,1
58.96,12.97,55.44,75.8,194.5,16,0,2.94,0.997,1
54.63,59.81,70.54,42.3,252.5,16,2,1.45,0.769,1
61.54,30.94,28.82,42.2,196.6,14,2,2.05,0.972,1
76.13,19.43,83.21,78.9,90.6,2,6,1.99,0.943,1
80.61,54.01,26.2,60.8,131.5,2,2,1.26,0.969,1
71.79,52.91,47.06,56.4,59.5,1,1,2.65,0.88,1
93.86,11.83,21.02,69.2,168.4,7,2,4.02,0.811,1
6.7,67.84,58.62,73.7,225.0,12,0,4.97,0.917,1
23.21,61.14,68.58,49.7,67.9,23,3,0.3,0.903,1
5.7,22.01,90.3,48.9,231.8,5,1,1.81,0.954,1
65.22,47.25,74.15,86.0,315.7,4,6,0.28,0.895,1
88.52,69.83,58.29,68.3,138.1,12,5,4.82,0.883,0
27.64,52.65,89.61,58.7,101.1,21,2,1.32,0.911,1
91.21,40.59,53.27,78.5,315.8,0,2,4.82,0.712,0
10.6,34.01,59.9,65.2,251.4,17,3,0.62,0.745,0
91.9,59.94,62.69,51.6,63.7,6,3,0.55,0.908,1
37.7,89.52,47.8,49.9,160.6,16,5,4.98,0.774,1
14.43,65.46,82.08,59.0,245.7,7,1,5.77,0.944,1
50.19,11.73,29.81,81.3,213.8,18,5,3.11,0.956,1
28.88,46.46,59.39,42.9,227.9,15,5,0.7,0.719,1
31.49,85.17,72.78,50.5,211.5,13,0,0.58,0.959,1
33.58,13.5,87.32,82.9,285.4,19,1,2.96,0.981,0
79.68,94.0,85.71,45.8,132.5,22,3,2.21,0.817,1
55.14,90.42,55.7,70.2,256.7,9,0,4.31,0.982,1
33.95,12.04,66.45,50.2,347.1,22,6,0.85,0.986,1
61.76,89.01,46.54,69.1,154.8,1,2,0.9,0.854,1
71.6,37.68,52.45,58.4,283.1,20,5,2.83,0.975,1
30.35,81.02,87.5,44.9,108.8,23,2,0.82,0.921,0
43.46,42.65,89.46,68.0,120.2,15,4,1.44,0.851,1
16.34,44.68,86.63,72.8,329.2,12,3,1.67,0.55,0
21.85,62.08,26.07,72.7,38.3,4,4,2.41,0.947,1
68.34,74.7,83.01,70.6,99.6,17,1,1.04,0.988,1
21.87,8.04,90.87,64.0,184.5,19,1,4.11,0.941,1
53.84,58.38,43.9,64.9,158.6,10,5,1.23,0.947,1
70.94,21.81,56.49,70.5,231.3,4,0,0.28,0.91,1
14.94,36.14,77.33,73.1,91.7,21,5,0.34,0.745,1
57.76,36.32,59.97,71.4,52.6,21,3,7.32,0.998,1
28.86,47.22,94.48,68.2,148.2,12,0,2.15,0.938,1
94.55,35.07,51.46,47.5,197.8,0,0,1.55,0.994,1
49.97,14.66,72.12,50.1,209.8,5,6,4.28,0.946,1
79.96,18.11,78.41,52.5,222.5,10,6,2.72,0.926,1
56.17,8.01,54.53,84.1,205.6,9,1,0.6,0.934,1
9.04,47.32,83.56,76.5,108.6,0,1,0.21,0.988,1
63.88,90.9,58.69,66.5,274.7,15,5,8.25,0.921,0
93.48,15.41,47.93,52.1,58.1,12,3,2.18,0.836,1
60.95,90.16,23.63,45.3,93.5,20,1,1.5,0.957,1
81.18,71.0,46.47,83.1,266.6,15,3,5.99,0.93,1
87.23,62.37,73.71,82.8,119.5,14,4,1.12,0.999,1
26.21,63.07,88.7,45.3,187.9,6,5,2.76,0.969,1
24.72,79.41,35.13,78.3,134.7,13,2,2.42,0.934,1
61.82,14.62,43.42,61.4,192.2,23,5,2.46,0.911,1
43.23,50.43,27.32,55.6,140.9,10,4,2.46,0.977,1
83.11,67.74,70.26,75.5,348.1,12,6,0.22,0.979,1
88.7,57.81,91.82,69.5,144.4,4,6,3.68,0.887,1
37.87,79.95,66.28,77.4,230.7,17,1,5.33,0.693,0
27.03,11.5,64.37,43.6,314.3,2,2,1.39,0.941,1
77.59,67.16,59.28,55.3,234.1,11,2,1.84,0.915,1
30.56,53.06,22.08,55.3,211.1,6,5,0.99,0.888,1
81.5,39.12,73.36,55.8,212.2,19,5,3.27,0.957,1
44.41,35.62,63.16,64.1,188.9,14,0,2.87,0.817,1
67.08,60.87,67.92,53.6,288.4,0,2,2.88,0.837,1
13.88,85.19,86.9,61.3,46.1,18,3,2.86,0.947,0
63.02,49.66,77.72,57.7,313.2,9,1,0.69,0.965,1
47.01,79.23,77.47,75.3,217.6,13,6,0.44,0.853,1
59.55,41.19,89.17,69.0,301.6,14,1,0.94,0.91,1
20.63,14.22,94.19,71.4,33.3,1,0,1.91,0.995,1
73.53,10.54,61.5,50.1,308.2,16,5,1.22,0.946,0
85.24,9.62,23.71,55.6,68.4,9,5,0.77,0.924,1
25.16,39.21,51.73,41.0,260.8,4,0,0.25,0.942,1
13.9,35.35,78.01,45.2,163.3,5,1,0.46,0.949,0
7.2,69.61,17.22,52.7,247.9,5,0,0.42,0.879,1
64.7,71.85,19.55,43.1,231.0,5,2,6.48,0.662,1
61.46,9.58,20.37,68.9,82.3,13,6,3.22,0.914,1
55.84,24.9,73.48,87.9,194.7,12,2,0.46,0.991,0
26.57,29.68,55.09,44.8,118.7,12,3,1.46,0.655,1
41.35,54.29,44.51,79.4,209.3,9,5,2.33,0.971,0
60.29,18.01,23.45,45.7,266.2,15,0,6.69,0.934,1
51.2,17.05,73.58,72.2,56.0,6,1,0.83,0.962,0
96.86,89.94,40.68,70.9,195.0,2,5,0.81,0.902,1
17.69,77.38,36.23,83.3,227.6,14,5,1.88,0.921,1
69.65,21.26,67.19,45.5,124.5,22,4,4.1,0.986,1
42.6,41.59,59.72,55.1,335.0,4,1,0.86,0.827,0
44.82,37.01,43.99,44.4,196.5,7,5,0.47,0.848,1
71.74,76.19,66.32,59.6,88.4,21,4,0.82,0.879,1
69.4,50.92,36.7,83.8,64.5,4,4,1.39,0.97,0
97.19,16.51,78.59,77.5,203.3,1,6,1.09,0.973,1
16.94,71.51,33.35,74.7,150.1,18,3,4.15,0.959,0
14.68,40.72,27.71,65.6,91.6,10,4,5.93,0.83,1
72.36,28.66,77.6,82.4,39.8,10,2,1.15,0.979,1
58.79,38.79,71.63,61.6,211.3,2,2,3.67,0.858,1
30.5,49.8,29.61,47.2,221.6,12,5,0.34,0.859,1
12.39,35.88,24.3,80.2,75.4,19,3,1.81,0.937,0
12.97,26.77,82.07,53.4,222.6,18,1,3.76,0.762,1
88.16,40.87,77.13,42.6,334.6,22,1,1.28,0.885,1
22.84,6.73,41.18,46.0,343.1,14,5,0.51,0.962,1
35.07,74.52,67.66,69.2,314.3,5,5,0.87,0.787,1
26.08,20.39,24.93,69.1,288.3,12,1,1.55,0.938,1
38.01,8.95,55.56,52.5,97.0,23,1,3.91,0.7,1
11.46,63.83,16.5,74.9,80.1,17,2,2.96,0.739,0
53.27,74.65,46.33,77.1,172.4,17,2,0.37,0.91,1
11.29,78.24,20.99,84.2,228.3,0,3,1.78,0.839,1
79.43,49.42,53.01,68.1,302.2,20,3,4.32,0.874,1
26.74,23.48,48.73,77.4,104.2,22,3,1.92,0.74,1
55.22,71.35,50.55,76.1,183.5,20,1,0.33,0.989,1
86.85,67.97,18.63,52.4,237.2,10,1,3.66,0.853,1
65.53,27.16,43.93,54.9,172.6,15,2,4.95,0.999,1
54.57,86.31,75.52,63.0,175.3,0,2,1.19,0.755,1
35.16,14.39,44.51,40.9,102.0,18,0,0.94,0.931,1
35.97,93.44,72.21,54.3,345.7,7,0,1.77,0.917,1
67.26,82.42,44.56,62.7,182.1,18,5,8.48,0.725,1
97.45,66.91,48.86,45.2,200.5,22,1,3.83,0.641,1
66.55,89.49,60.11,46.1,99.9,15,5,3.53,0.923,1
56.87,70.01,91.05,62.2,194.5,2,2,0.63,0.935,1
72.95,22.14,23.71,75.1,111.7,1,1,4.71,0.998,1
48.26,44.79,17.63,80.0,94.7,11,5,1.82,0.873,1
10.59,11.44,63.64,66.2,118.2,9,5,5.17,0.676,1
57.29,40.07,90.93,62.8,30.9,21,4,2.31,0.946,1
94.06,71.74,94.18,58.4,212.4,1,0,3.79,0.918,1
21.3,39.78,53.73,49.3,154.0,20,3,0.56,0.723,1
69.17,34.73,52.45,47.0,317.6,4,1,2.65,0.841,1
23.69,58.58,66.6,78.0,43.0,4,6,0.79,0.76,1
54.83,83.5,59.45,62.3,43.8,5,4,0.57,0.992,1
13.99,9.28,65.73,77.9,313.5,2,3,1.91,0.835,1
46.88,39.69,84.92,73.8,70.5,9,5,2.05,0.758,0
75.32,19.24,74.7,49.3,30.7,4,4,1.55,0.881,1
37.32,67.58,54.75,64.5,87.3,23,6,0.39,0.952,1
66.84,14.52,51.95,61.3,293.6,19,2,0.76,0.958,1
78.98,64.83,66.17,60.3,286.9,4,2,0.74,0.949,1
91.23,30.76,51.46,66.0,138.8,14,2,0.95,0.844,1
26.82,22.9,51.62,87.1,243.8,16,5,2.18,0.989,1
42.14,89.27,16.3,79.0,192.3,16,3,1.35,0.93,1
19.17,6.67,28.93,83.4,319.5,23,3,7.11,0.999,1
97.3,44.4,54.08,41.4,48.1,17,2,0.23,0.959,1
91.21,6.95,80.81,46.7,290.2,9,5,0.69,0.844,1
55.22,48.52,37.3,44.1,84.6,22,3,1.9,0.962,1
83.31,50.09,56.81,52.6,155.3,6,2,4.43,0.829,1
53.45,33.95,42.6,61.2,91.4,10,1,0.27,0.998,1
62.99,16.89,23.38,70.8,254.8,13,2,4.5,0.988,1
13.29,38.87,91.66,64.0,247.1,8,5,1.62,0.711,1
75.24,65.5,83.37,83.4,205.3,16,0,3.28,0.936,1
16.88,75.42,21.28,85.1,253.4,1,1,6.14,0.761,0
81.82,52.77,72.58,47.8,234.7,16,5,0.69,0.929,1
77.73,58.09,42.81,80.9,278.5,16,6,1.97,0.932,1
70.91,23.06,94.59,63.1,106.6,19,2,4.5,0.936,1
8.36,30.86,39.19,61.8,167.3,23,0,3.92,0.945,1
33.19,19.57,34.1,77.7,78.5,9,2,1.67,0.954,1
29.47,27.44,60.43,44.5,167.5,23,1,6.17,0.986,1
38.49,25.24,81.81,82.4,254.5,11,2,2.67,0.825,1
13.15,51.75,30.4,72.2,251.2,11,3,1.69,0.986,1
92.14,55.64,71.75,82.0,257.0,14,2,0.32,0.953,1
56.5,90.05,19.91,87.7,128.8,8,1,1.54,0.898,1
33.41,22.6,88.51,64.9,241.9,17,4,1.3,0.931,1
41.92,62.75,21.49,44.5,147.6,15,2,0.93,0.92,1
46.59,78.55,88.14,48.0,332.2,6,3,5.93,0.817,1
60.86,55.42,54.26,55.5,139.9,13,6,5.4,0.81,1
52.96,27.95,50.85,45.0,223.0,3,1,1.02,0.803,1
90.5,28.63,92.86,79.1,270.0,2,0,1.34,0.919,1
51.22,8.53,94.23,54.2,320.1,11,4,2.99,0.985,1
97.27,32.49,67.01,86.8,170.1,15,6,3.8,0.934,1
84.18,72.01,25.17,73.7,145.4,3,5,0.43,0.978,1
24.39,9.28,55.49,48.3,167.6,3,2,1.55,0.902,0
91.55,24.74,57.33,62.9,133.6,2,1,5.12,0.945,1
15.82,68.56,56.16,62.4,239.3,8,3,2.38,0.994,1
81.02,75.44,60.56,63.6,328.5,23,3,1.77,0.987,1
40.4,45.98,16.5,65.7,70.3,13,1,2.73,1.0,1
86.65,67.83,71.9,41.5,209.5,11,6,2.37,0.956,1
85.73,39.92,71.99,72.9,317.2,9,3,5.9,0.712,1
79.95,19.39,24.24,63.4,62.0,13,5,5.08,0.838,0
78.47,40.83,60.62,78.0,188.0,11,6,1.21,0.825,1
33.34,57.2,60.47,79.1,306.9,11,4,0.27,0.982,1
12.53,90.32,69.6,51.1,318.1,1,0,1.01,0.794,1
42.48,11.19,21.83,42.3,194.6,18,6,0.65,0.735,0
21.14,50.67,65.12,73.8,38.0,12,3,0.48,0.97,1
69.63,34.6,37.46,86.9,63.8,9,3,4.58,0.94,1
37.19,50.75,55.56,61.4,217.7,22,0,2.68,0.848,1
95.73,7.16,76.87,52.5,69.6,20,4,0.27,0.931,0
64.61,33.17,71.45,47.5,77.8,0,4,5.25,0.957,1
81.49,78.79,24.51,53.8,277.1,0,4,4.87,0.927,1
17.32,54.85,62.29,55.7,270.2,7,5,6.17,0.893,1
85.17,45.55,92.53,60.3,299.7,5,6,3.74,0.982,1
90.82,30.7,27.54,71.5,63.8,19,3,0.36,0.902,1
50.3,31.82,83.23,53.1,93.4,2,6,2.15,0.862,1
61.38,39.48,71.2,42.4,296.5,12,3,0.37,0.803,1
76.13,80.2,76.92,57.9,260.7,11,4,2.7,0.945,0
21.26,92.05,37.56,81.1,287.9,19,3,0.64,0.826,1
51.74,44.48,38.03,63.9,346.7,15,6,5.69,0.885,0
42.08,40.4,87.48,86.3,306.6,10,2,5.64,0.778,1
18.61,81.19,43.79,64.2,196.5,23,6,2.01,0.96,1
39.18,43.42,20.04,53.2,129.4,3,3,2.99,0.962,1
11.34,54.68,63.05,49.3,212.3,7,5,4.11,0.895,0
7.4,25.78,24.99,73.3,234.3,6,4,1.19,0.874,1
17.57,71.92,78.73,65.7,137.3,15,6,1.93,0.825,1
94.57,52.88,66.34,69.0,276.7,11,1,0.59,0.964,1
56.11,77.81,84.98,76.2,59.7,5,4,8.67,0.638,1
94.82,75.27,77.79,74.8,279.4,22,1,5.5,0.928,1
45.22,24.35,23.97,42.1,40.2,5,3,1.52,0.934,1
34.0,69.41,45.49,78.5,189.3,10,3,1.81,0.899,1
52.07,77.0,76.96,65.6,305.7,11,5,1.35,0.981,1
45.87,36.15,48.39,58.8,57.7,15,1,0.2,0.996,1
14.83,20.53,92.79,65.8,195.7,21,6,0.72,0.928,1
64.6,5.24,73.86,69.4,81.0,15,4,0.41,0.949,1
25.09,45.58,16.24,47.2,316.3,22,0,0.98,0.996,1
62.62,36.72,85.4,60.0,296.4,15,6,0.74,0.997,1
65.47,54.94,23.06,56.1,328.9,3,0,3.07,0.837,1
19.14,21.92,26.24,56.8,310.0,11,4,1.61,0.589,0
10.71,82.37,73.76,44.4,265.7,4,3,3.6,0.926,1
77.61,28.2,84.2,47.7,89.2,8,1,2.22,0.819,0
47.76,25.38,57.91,47.8,126.8,17,6,2.34,0.984,1
10.41,48.26,38.12,57.9,189.0,8,1,4.38,0.914,1
97.52,49.9,43.11,82.9,218.4,15,4,3.96,0.73,0
10.37,24.36,42.43,49.9,280.3,20,4,0.33,0.93,1
69.64,29.47,41.13,60.0,102.6,0,2,1.93,0.818,0
96.48,20.27,34.43,55.0,71.0,22,5,1.27,0.836,1
27.24,69.66,63.71,77.8,184.4,4,1,2.03,0.962,1
18.23,74.31,87.03,42.4,80.5,18,5,4.17,0.947,1
16.29,46.61,39.57,49.4,252.0,2,2,0.22,0.819,1
33.2,69.27,29.94,50.1,214.2,0,3,0.22,0.803,1
14.4,71.23,82.09,87.7,267.2,22,1,0.33,0.981,1
69.37,17.44,74.34,67.4,50.3,13,5,4.36,0.938,0
10.79,91.96,89.47,46.7,338.7,17,4,1.07,0.881,1
52.38,78.89,28.24,53.1,30.0,7,4,1.13,0.942,1
97.69,23.4,26.54,48.1,134.1,13,3,1.05,0.925,1
80.7,21.75,58.31,46.0,247.5,19,5,0.73,0.851,1
62.22,16.31,64.15,78.3,44.4,19,5,0.28,0.965,1
33.48,17.45,53.41,63.8,56.7,12,0,4.94,0.876,1
63.02,72.33,62.92,70.3,54.5,20,2,0.73,0.944,1
54.01,47.27,29.43,55.9,216.1,15,4,4.69,0.945,1
44.63,75.46,53.37,66.6,316.7,8,5,6.43,0.928,1
17.16,72.16,67.65,52.4,207.7,6,6,1.92,0.882,1
87.45,59.42,49.62,54.8,223.1,2,1,1.13,0.863,1
46.83,66.77,69.36,71.3,140.7,19,5,3.1,0.922,1
23.1,6.65,51.1,47.2,36.0,0,1,0.25,0.959,1
39.2,33.06,41.69,69.6,36.9,23,6,5.49,0.97,1
43.51,62.4,39.29,80.9,314.3,7,1,1.25,0.98,0
81.96,5.84,47.87,45.8,62.8,13,3,0.94,0.953,0
73.23,7.97,16.85,83.1,349.9,12,6,0.47,0.986,1
76.55,81.67,68.48,43.8,82.6,6,0,6.41,0.975,1
6.03,66.56,82.61,56.7,245.9,12,2,3.53,0.963,1
43.7,28.88,43.37,69.3,333.7,21,1,2.77,0.479,0
49.77,66.92,18.68,66.9,145.9,6,1,5.55,0.831,1
6.78,76.32,93.94,44.6,265.0,19,4,6.63,0.943,1
29.16,32.61,36.1,78.3,142.3,19,0,0.83,0.801,1
75.71,8.24,25.13,86.7,127.6,4,4,3.29,0.941,1
17.75,88.95,44.58,48.7,94.6,3,3,3.11,0.797,1
54.78,36.07,74.08,83.0,292.7,3,3,1.83,0.764,0
25.01,14.58,38.51,66.7,112.4,5,2,0.53,0.96,1
6.13,49.27,60.98,84.9,120.6,13,6,5.84,0.834,1
27.43,74.16,48.24,48.5,349.7,2,3,0.96,0.985,1
95.76,24.95,24.42,78.0,134.7,2,6,1.93,0.876,1
79.54,29.25,41.42,42.9,165.3,23,2,0.24,0.989,1
94.24,26.84,72.99,82.4,346.8,2,4,1.32,0.771,1
50.37,94.25,63.96,72.4,148.2,3,1,2.12,0.947,1
15.21,22.77,24.58,57.8,147.2,21,1,1.16,0.831,0
55.96,56.8,28.07,49.1,294.9,8,6,1.5,0.963,1
47.26,88.27,66.26,79.2,129.8,21,0,0.63,0.855,1
83.53,18.22,80.07,69.0,104.8,15,3,1.06,0.971,1
14.12,92.38,42.96,57.3,165.4,18,0,2.77,0.91,1
50.41,90.27,62.62,61.3,254.2,15,0,7.19,0.974,1
18.95,84.61,28.65,79.7,43.8,11,1,1.47,0.962,0
35.19,24.31,39.91,56.3,149.7,5,3,2.52,0.872,1
73.57,62.06,16.62,44.3,140.8,19,1,7.68,0.92,1
49.27,73.48,76.46,83.7,108.3,20,6,3.18,0.994,0
39.96,93.74,47.08,58.6,239.4,20,5,0.22,0.82,1
41.69,21.24,80.29,56.7,122.8,2,0,5.68,0.995,1
47.73,73.94,71.67,49.8,224.2,20,3,4.23,0.927,1
78.01,35.49,81.3,83.1,191.4,4,5,0.83,0.642,1
87.96,20.81,37.85,50.4,99.5,6,5,0.6,0.471,0
93.85,42.92,29.81,70.6,115.3,4,5,4.79,0.849,1
78.18,76.45,92.75,82.3,84.6,8,6,2.53,0.987,1
34.33,46.84,72.39,41.7,48.1,14,1,0.74,0.934,1
69.0,53.38,81.72,79.8,228.1,20,2,2.7,0.966,1
45.7,94.56,16.05,59.7,245.3,19,5,2.03,0.923,1
28.68,40.92,43.36,71.6,83.1,5,2,0.94,0.795,1
83.2,60.39,74.43,57.9,226.9,7,4,1.83,0.908,1
8.57,37.87,21.24,73.4,344.3,19,4,1.7,0.969,1
88.86,40.35,60.39,52.2,53.8,4,3,1.63,0.861,1
47.92,67.61,49.33,41.1,186.9,16,4,1.66,0.975,1
64.26,89.41,16.41,85.5,264.6,9,6,0.2,0.899,1
66.32,53.81,33.88,40.8,44.7,0,3,0.83,0.954,1
88.25,74.16,37.78,79.6,279.0,15,0,1.33,0.988,1
64.21,13.03,23.95,48.1,343.4,23,2,0.47,0.982,1
62.1,24.0,65.52,58.8,58.3,22,3,2.97,0.924,1
11.2,50.19,34.39,79.5,293.1,20,6,3.95,0.893,0
53.21,6.8,37.21,49.9,151.1,0,6,3.6,0.996,0
18.97,27.76,86.86,81.6,76.1,2,0,1.43,0.991,1
73.58,51.57,52.37,63.9,187.8,5,2,2.55,0.955,1
52.64,6.35,46.37,57.6,52.9,16,1,0.36,0.912,1
68.26,28.81,72.91,71.8,197.1,21,0,0.64,0.868,1
8.88,51.26,87.77,56.4,36.2,1,1,0.3,0.927,1
12.89,56.58,17.0,56.7,263.2,4,4,6.93,0.886,0
71.62,88.32,50.86,75.2,186.2,10,6,1.91,0.787,1
11.7,63.08,63.86,54.9,176.9,9,3,0.59,0.967,1
11.63,42.33,40.49,49.6,92.8,14,2,2.66,0.971,1
6.13,88.73,76.79,78.8,145.6,17,6,1.54,0.846,1
93.95,75.64,92.72,78.7,88.2,16,4,1.34,0.868,0
73.59,23.0,90.47,63.9,265.3,13,0,5.09,0.978,1
37.85,16.78,36.28,65.3,93.7,12,6,2.66,0.96,1
32.58,65.82,33.11,73.4,227.4,19,4,2.55,1.0,1
37.52,55.39,91.6,64.4,119.5,1,1,0.4,0.991,1
77.04,76.07,51.69,60.0,240.2,11,6,0.39,0.813,1
